Id,SalePrice
1461,129372.3547
1462,176405.7483
1463,148247.6554
1464,175562.7249
1465,221572.6999
1466,166453.25
1467,174808.4715
1468,166629.8879
1469,201249.4483
1470,86440.3101
1471,201916.908
1472,108981.9662
1473,79713.1379
1474,132671.6292
1475,144668.3143
1476,345744.4689
1477,245237.8925
1478,304032.1235
1479,286108.8571
1480,388850.9474
1481,264036.4333
1482,225462.4676
1483,173321.7495
1484,183875.9908
1485,202504.1596
1486,224454.7276
1487,298361.4857
1488,263180.0625
1489,255936.3426
1490,207968.7284
1491,222245.2046
1492,106308.2517
1493,166239.7757
1494,271404.3806
1495,264215.0975
1496,216261.5833
1497,220226.1277
1498,196343.9016
1499,195588.2468
1500,171959.044
1501,183394.2385
1502,190193.3192
1503,285450.8521
1504,270688.823
1505,234302.8542
1506,215078.0404
1507,210427.3307
1508,195208.3918
1509,160462.6013
1510,149899.2342
1511,147673.7287
1512,145248.6033
1513,175721.0632
1514,123783.1457
1515,205179.9187
1516,138081.7804
1517,153418.4861
1518,132453.9967
1519,220724.9713
1520,157939.9828
1521,147411.055
1522,171838.3057
1523,95327.38897
1524,139780.4533
1525,98271.83006
1526,38130.31741
1527,88090.61087
1528,151486.7193
1529,120292.521
1530,201389.1481
1531,112350.2807
1532,132383.8955
1533,160441.1828
1534,148787.6427
1535,123053.3178
1536,114341.23
1537,-23116.58706
1538,191473.5238
1539,301432.03
1540,80008.98121
1541,167904.9259
1542,118274.3108
1543,206759.145
1544,78295.39268
1545,110082.7953
1546,131104.9287
1547,114964.0869
1548,151824.1181
1549,115372.0459
1550,106029.2861
1551,139889.8623
1552,106780.947
1553,189540.4852
1554,141777.8165
1555,146003.3885
1556,94213.5868
1557,90901.71455
1558,124634.8484
1559,114704.5524
1560,114356.6247
1561,149718.4977
1562,143942.9358
1563,143714.7035
1564,134423.3041
1565,115207.0578
1566,265603.3254
1567,60185.39762
1568,188023.6749
1569,59625.77434
1570,154625.0537
1571,110239.5633
1572,132463.5363
1573,251399.7587
1574,121333.0908
1575,227682.7311
1576,198179.744
1577,215768.4123
1578,171551.7558
1579,100041.6568
1580,213526.5379
1581,143816.5786
1582,113400.1887
1583,291502.0544
1584,231820.5984
1585,153390.6998
1586,50597.6905
1587,79651.73039
1588,126058.9176
1589,60281.58466
1590,138903.1231
1591,111371.1715
1592,134192.2205
1593,148921.5674
1594,177444.5291
1595,137627.3157
1596,208584.0158
1597,163764.1958
1598,195874.3637
1599,203189.5339
1600,198184.6925
1601,17248.40317
1602,129309.8275
1603,146108.2039
1604,243555.2315
1605,256771.0341
1606,152495.2027
1607,192168.1896
1608,204986.3392
1609,224758.3963
1610,141732.5738
1611,160165.4953
1612,144915.4993
1613,155517.2155
1614,95350.9056
1615,63991.90104
1616,53689.04203
1617,61726.52993
1618,116596.9197
1619,124757.0654
1620,183931.4201
1621,131794.368
1622,108351.5755
1623,279166.6399
1624,196323.6271
1625,145836.1192
1626,176442.5239
1627,162205.8308
1628,280379.7163
1629,199131.9479
1630,293423.0449
1631,196257.4526
1632,235531.0328
1633,204769.6673
1634,194656.0468
1635,179746.5598
1636,163247.5321
1637,166841.8129
1638,196759.9141
1639,190554.0638
1640,257820.5322
1641,188448.7773
1642,247122.1058
1643,286215.7288
1644,271743.5508
1645,164931.2826
1646,174558.7884
1647,168697.9039
1648,147571.1206
1649,139487.7629
1650,63491.40143
1651,85471.39181
1652,109405.9509
1653,113425.005
1654,135671.6757
1655,152654.9557
1656,133228.7804
1657,139823.0899
1658,153065.5998
1659,150957.3251
1660,192416.6766
1661,375007.6909
1662,329931.0258
1663,355938.9604
1664,424224.6223
1665,318847.2831
1666,274064.1995
1667,263845.2542
1668,342518.9023
1669,284076.9573
1670,335320.7976
1671,247488.9653
1672,331919.8712
1673,272897.2073
1674,254329.2542
1675,173157.634
1676,180054.6916
1677,193324.9323
1678,387978.6749
1679,291876.2162
1680,343114.6992
1681,312984.021
1682,264134.169
1683,200794.8687
1684,212312.0238
1685,187529.8489
1686,188265.0122
1687,204040.2982
1688,219563.8178
1689,217961.7749
1690,221969.6584
1691,214146.5679
1692,257397.2231
1693,205657.4108
1694,173196.0314
1695,188282.5029
1696,253317.7202
1697,191969.646
1698,286128.202
1699,305298.2658
1700,241115.4884
1701,288528.1206
1702,258564.9378
1703,257846.0005
1704,258016.9938
1705,267222.2411
1706,385486.3317
1707,236838.1004
1708,253383.4757
1709,282680.4112
1710,268035.5833
1711,287830.577
1712,301486.7224
1713,243035.0605
1714,240026.3881
1715,235820.6626
1716,203200.1261
1717,206147.187
1718,163405.292
1719,217990.6295
1720,249267.2767
1721,206517.3031
1722,137343.3254
1723,137811.728
1724,238867.6624
1725,236180.471
1726,199582.8808
1727,172185.6388
1728,217653.9363
1729,164175.3293
1730,213586.8533
1731,141441.5978
1732,118414.5608
1733,132500.1459
1734,124712.9963
1735,152221.9304
1736,118856.5288
1737,296541.6751
1738,244776.7205
1739,280849.0231
1740,220210.6833
1741,197904.441
1742,187045.372
1743,217872.1014
1744,314727.0009
1745,231597.1158
1746,234105.5094
1747,225809.788
1748,217728.8919
1749,133761.0892
1750,126703.0342
1751,263463.0691
1752,133991.5971
1753,168092.4192
1754,177347.825
1755,177437.8867
1756,105463.0516
1757,141343.253
1758,114179.0072
1759,158272.2123
1760,135740.8518
1761,93494.45288
1762,160527.9087
1763,167208.9911
1764,125241.0608
1765,203346.7556
1766,181299.3327
1767,188144.3149
1768,150921.6496
1769,201523.7439
1770,195461.088
1771,101296.6072
1772,137868.5366
1773,86063.84652
1774,181538.7193
1775,173153.6494
1776,147382.0291
1777,101268.4558
1778,182404.5887
1779,177205.3568
1780,184227.0745
1781,134005.2819
1782,68675.16267
1783,113978.0458
1784,97065.30397
1785,120079.2247
1786,143035.4863
1787,213803.0991
1788,67193.14507
1789,117134.0294
1790,52623.57876
1791,192088.5557
1792,169223.3941
1793,176499.4095
1794,202346.2161
1795,163226.1266
1796,151330.2732
1797,107988.335
1798,145622.7172
1799,109052.7444
1800,113062.6488
1801,100240.2456
1802,126874.76
1803,157189.5307
1804,110773.8923
1805,169882.6957
1806,163180.7204
1807,187093.1911
1808,116816.8003
1809,141910.171
1810,125433.2454
1811,105373.6963
1812,113726.8893
1813,115056.2598
1814,73212.77996
1815,7099.649334
1816,147862.0047
1817,102057.1177
1818,167393.1211
1819,140025.4841
1820,101890.4119
1821,173507.145
1822,161354.6617
1823,61500.46437
1824,166427.6987
1825,140110.0733
1826,85242.69792
1827,85728.69617
1828,122355.2221
1829,127585.7401
1830,180092.8679
1831,198244.8548
1832,141958.2072
1833,164532.4821
1834,148195.0603
1835,102128.2647
1836,136195.6402
1837,81178.02689
1838,105101.6956
1839,101444.8053
1840,87973.47633
1841,162667.2332
1842,99986.94144
1843,120303.9884
1844,134656.5061
1845,157723.4493
1846,158905.1364
1847,184287.728
1848,42670.74278
1849,125919.3905
1850,152112.9061
1851,199392.8572
1852,126546.6544
1853,120994.9789
1854,209827.6632
1855,179039.7652
1856,218323.0793
1857,173358.0088
1858,167508.473
1859,145121.5669
1860,136316.3918
1861,143957.425
1862,285653.7537
1863,284926.723
1864,284929.0181
1865,362613.5272
1866,320567.4753
1867,244376.183
1868,285093.2669
1869,219751.4511
1870,230066.878
1871,244932.7806
1872,179715.1454
1873,229613.0655
1874,128412.8098
1875,202798.8591
1876,181458.1602
1877,218684.7063
1878,212796.5217
1879,107625.4224
1880,127756.6618
1881,237077.6296
1882,274507.8853
1883,222613.4575
1884,233294.6354
1885,250683.3038
1886,296985.4138
1887,216288.4728
1888,249160.1739
1889,168994.5059
1890,101345.8703
1891,145353.9777
1892,85328.27057
1893,136198.8244
1894,148912.1503
1895,177665.8963
1896,124648.8848
1897,93064.36315
1898,142634.4176
1899,172648.4892
1900,182681.9413
1901,145744.4378
1902,134711.8459
1903,228733.3943
1904,114308.4685
1905,172451.9543
1906,126267.0419
1907,186392.5188
1908,115077.817
1909,122143.334
1910,125488.5628
1911,191655.5939
1912,302425.9399
1913,149664.2072
1914,90221.68084
1915,296330.0493
1916,56228.64566
1917,266019.8865
1918,134797.2863
1919,158390.4472
1920,138219.618
1921,316095.2248
1922,309973.3068
1923,222059.6912
1924,197718.956
1925,205748.1203
1926,366277.0323
1927,125293.2904
1928,158923.7353
1929,114524.3919
1930,140753.8143
1931,116664.158
1932,133071.9931
1933,147735.1277
1934,173326.4604
1935,167387.9763
1936,175575.0654
1937,178607.5599
1938,167778.1266
1939,237501.1187
1940,223100.6811
1941,159786.0139
1942,188629.8104
1943,221775.8159
1944,261537.3273
1945,360864.2027
1946,185680.5941
1947,327222.8488
1948,197343.2177
1949,238830.2045
1950,220781.6624
1951,257691.8446
1952,248910.1265
1953,174803.6109
1954,217282.823
1955,128097.9428
1956,318890.806
1957,175252.0529
1958,283240.1668
1959,154411.1071
1960,98766.57418
1961,134032.0728
1962,109829.9356
1963,113862.0159
1964,91666.85747
1965,125960.6805
1966,161261.3804
1967,277728.8574
1968,307199.5541
1969,360557.0082
1970,310211.66
1971,404176.0057
1972,303410.9788
1973,318508.833
1974,271417.2538
1975,382576.0001
1976,250462.335
1977,280969.2731
1978,277855.7156
1979,340389.553
1980,176758.1466
1981,331543.8394
1982,245615.9609
1983,245615.9609
1984,203178.8688
1985,207754.682
1986,229860.4005
1987,225164.8545
1988,185395.6377
1989,234550.7301
1990,239353.2994
1991,208569.5633
1992,232337.2323
1993,220288.4316
1994,248910.3269
1995,200480.7509
1996,287650.1427
1997,319857.1425
1998,273943.8581
1999,226489.771
2000,295720.2831
2001,259497.134
2002,230339.4078
2003,258893.7628
2004,287162.9242
2005,258543.7459
2006,262492.5636
2007,268886.322
2008,239723.1948
2009,199742.5722
2010,219716.7295
2011,166526.3119
2012,196453.1282
2013,195545.8207
2014,201837.2211
2015,221492.4259
2016,199141.7823
2017,217851.834
2018,151264.2674
2019,118083.603
2020,55101.42089
2021,108974.9677
2022,165485.9951
2023,110652.5982
2024,274318.595
2025,329810.5026
2026,209358.5199
2027,171656.6542
2028,180290.8138
2029,161946.9499
2030,307899.3714
2031,277803.2388
2032,267847.6953
2033,276311.6043
2034,202711.5515
2035,214823.498
2036,233100.2958
2037,234210.8709
2038,372129.7026
2039,249715.0554
2040,352937.601
2041,288013.8615
2042,254923.0868
2043,160136.6447
2044,164760.7225
2045,206484.6148
2046,148841.6969
2047,126408.9235
2048,163101.0799
2049,129898.339
2050,201242.2671
2051,145299.9566
2052,80396.76742
2053,135387.0613
2054,103284.0061
2055,175320.6492
2056,141267.1156
2057,142161.4529
2058,194689.314
2059,122709.8504
2060,156726.2622
2061,174198.9202
2062,122849.548
2063,127021.975
2064,116483.0593
2065,167120.9841
2066,181518.7411
2067,132046.0471
2068,143672.5394
2069,129033.7304
2070,123545.8188
2071,121228.5209
2072,119254.6036
2073,114393.344
2074,184546.5402
2075,163339.2676
2076,103400.8067
2077,142869.7141
2078,117782.0434
2079,149373.4949
2080,140565.4607
2081,134759.2865
2082,90301.65523
2083,133862.6152
2084,127756.4109
2085,125343.4099
2086,128826.2898
2087,114435.1314
2088,116669.1944
2089,90271.05279
2090,154057.139
2091,108945.2032
2092,106574.4553
2093,153887.8629
2094,194590.2437
2095,125249.513
2096,142809.9766
2097,112584.6452
2098,118300.8571
2099,-24602.63207
2100,16892.38999
2101,87928.26836
2102,168750.9054
2103,107141.068
2104,135311.4537
2105,146242.3072
2106,41906.51519
2107,211683.4324
2108,126257.7737
2109,108609.5313
2110,143797.0917
2111,165982.0911
2112,141326.0024
2113,110633.1369
2114,131931.4826
2115,166210.5258
2116,107355.0034
2117,142932.1336
2118,173755.7025
2119,126584.5633
2120,96186.74875
2121,70328.91416
2122,104721.9443
2123,124439.9311
2124,182957.7272
2125,141782.0701
2126,137990.99
2127,184419.71
2128,187886.625
2129,165590.8032
2130,120789.5981
2131,159355.6116
2132,119522.2477
2133,145685.2819
2134,140702.9288
2135,113788.1872
2136,77085.96972
2137,115117.3977
2138,86323.75284
2139,136292.8016
2140,120102.38
2141,147118.362
2142,126448.4081
2143,132621.4534
2144,58919.71307
2145,120020.2647
2146,183542.2311
2147,48557.51354
2148,123524.3685
2149,151249.2616
2150,191565.6435
2151,168794.4259
2152,154085.183
2153,170324.94
2154,116265.937
2155,172056.6617
2156,252077.5815
2157,229498.4796
2158,247486.4289
2159,229585.1714
2160,211247.0151
2161,253598.5215
2162,304817.1573
2163,348845.9626
2164,241046.1818
2165,183239.8298
2166,133901.9002
2167,209807.7736
2168,185927.7267
2169,219530.3071
2170,227588.7181
2171,141119.3043
2172,108695.7086
2173,158538.9113
2174,257351.1728
2175,290835.8853
2176,289095.2348
2177,244397.9468
2178,246421.544
2179,154238.1109
2180,164347.7122
2181,217410.2788
2182,217817.8952
2183,213129.3441
2184,116033.1149
2185,96387.6393
2186,175972.5898
2187,167179.7789
2188,183220.4191
2189,266901.7619
2190,83585.39504
2191,127257.8986
2192,52570.68831
2193,125329.9628
2194,126120.5043
2195,97413.60897
2196,67936.83437
2197,115672.6897
2198,194920.1049
2199,161078.5597
2200,161392.8548
2201,137040.6177
2202,239186.6907
2203,159172.577
2204,156552.1653
2205,118382.3071
2206,169409.5731
2207,211013.4359
2208,224581.0429
2209,170417.785
2210,109288.9471
2211,139255.1329
2212,139100.603
2213,106548.8065
2214,190474.51
2215,112732.7472
2216,135618.015
2217,21039.60598
2218,153174.2752
2219,117884.718
2220,127406.1002
2221,296754.034
2222,228134.2831
2223,262659.0745
2224,222589.7489
2225,128868.984
2226,137130.7274
2227,203971.2573
2228,274134.0389
2229,247967.4258
2230,139892.7653
2231,217891.9163
2232,171669.5832
2233,161068.146
2234,267629.8877
2235,241969.3755
2236,261358.3514
2237,272825.0054
2238,176182.43
2239,108144.4409
2240,159364.3323
2241,64639.44753
2242,107296.6882
2243,108718.9486
2244,58612.19483
2245,71323.57577
2246,128712.6326
2247,118878.5923
2248,122116.57
2249,115245.8777
2250,107270.4468
2251,134766.0899
2252,176693.9195
2253,162248.3052
2254,181287.4225
2255,164002.6532
2256,216163.9226
2257,193881.2546
2258,190442.7803
2259,180964.8587
2260,130602.9439
2261,209373.7936
2262,235660.5462
2263,304170.3209
2264,376889.4694
2265,55796.1243
2266,263081.4019
2267,328069.8658
2268,394530.7175
2269,165776.08
2270,210396.8113
2271,205494.9347
2272,224148.119
2273,152397.2631
2274,170863.5459
2275,178872.317
2276,174410.797
2277,174872.7648
2278,146077.7606
2279,114591.0439
2280,99266.48173
2281,180512.5508
2282,177971.236
2283,110569.7573
2284,103916.3773
2285,165690.4626
2286,144669.3706
2287,348452.1115
2288,263179.7642
2289,283751.7829
2290,385273.4198
2291,308110.7315
2292,391484.7939
2293,389752.3235
2294,308295.3979
2295,412811.4612
2296,262174.6755
2297,312292.967
2298,337209.6845
2299,293341.3582
2300,279937.597
2301,296547.2932
2302,230083.8779
2303,261064.8891
2304,251770.2293
2305,187378.5637
2306,180615.509
2307,175192.9632
2308,235762.4573
2309,320315.9362
2310,251851.2029
2311,201628.0751
2312,188526.2543
2313,191476.8572
2314,202907.2086
2315,194556.661
2316,207715.7714
2317,158230.1052
2318,193303.7177
2319,217618.2587
2320,221128.5714
2321,262803.0369
2322,226646.5296
2323,200098.2714
2324,185199.6974
2325,232275.5735
2326,207100.8658
2327,227764.6522
2328,240274.5829
2329,180713.1368
2330,178121.5025
2331,302789.6178
2332,335925.811
